Date,Close
2023-09-15,38.750000
2023-09-18,38.560001
2023-09-19,38.820000
2023-09-20,38.619999
2023-09-21,38.110001
2023-09-22,38.439999
2023-09-25,38.750000
2023-09-26,38.639999
2023-09-27,39.480000
2023-09-28,39.430000
2023-09-29,38.720001
2023-10-02,37.820000
2023-10-03,37.599998
2023-10-04,36.310001
2023-10-05,36.410000
2023-10-06,37.270000
2023-10-09,38.380001
2023-10-10,38.619999
2023-10-11,38.650002
2023-10-12,39.290001
2023-10-13,40.009998
2023-10-16,40.220001
2023-10-17,40.810001
2023-10-18,40.720001
2023-10-19,40.330002
2023-10-20,39.610001
2023-10-23,38.900002
2023-10-24,38.790001
2023-10-25,39.060001
2023-10-26,38.820000
2023-10-27,38.639999
2023-10-30,38.349998
2023-10-31,36.580002
2023-11-01,36.090000
2023-11-02,36.860001
2023-11-03,36.200001
2023-11-06,36.299999
2023-11-07,35.470001
2023-11-08,34.900002
2023-11-09,34.680000
2023-11-10,35.080002
2023-11-13,35.700001
2023-11-14,35.849998
2023-11-15,35.590000
2023-11-16,35.020000
2023-11-17,35.610001
2023-11-20,35.880001
2023-11-21,35.740002
2023-11-22,35.270000
2023-11-24,35.820000
2023-11-27,35.939999
2023-11-28,35.939999
2023-11-29,36.070000
2023-11-30,36.290001
2023-12-01,35.980000
2023-12-04,35.590000
2023-12-05,35.290001
2023-12-06,34.849998
2023-12-07,34.689999
2023-12-08,35.299999
2023-12-11,35.130001
2023-12-12,34.759998
2023-12-13,35.029999
2023-12-14,35.799999
2023-12-15,34.810001
2023-12-18,35.119999
2023-12-19,35.400002
2023-12-20,35.020000
2023-12-21,35.459999
2023-12-22,35.330002
2023-12-26,35.669998
2023-12-27,35.730000
2023-12-28,35.330002
2023-12-29,35.400002
